,id,title,revenue,budget,revenue_per_budget,genres,production_companies,yearmonthday,yearmonth,year
429,900667,One Piece Film Red,171315305,0,,"Animation, Adventure, Action, Fantasy, Music",dentsu,20220806,202208,2022
430,762504,Nope,170823080,68000000,2.5121041176470587,"Horror, Science Fiction, Thriller",Universal Pictures,20220720,202207,2022
430,762504,Nope,170823080,68000000,2.5121041176470587,"Horror, Science Fiction, Thriller",Monkeypaw Productions,20220720,202207,2022
431,1560575,The Arcana Imperium: Judgement of Cinder,170000000,10000000,17.0,,AI Interscope Films,20220905,202209,2022
432,800939,Ticket to Paradise,168800000,20000000,8.44,"Drama, Comedy, Romance",Smokehouse Pictures,20220908,202209,2022
432,800939,Ticket to Paradise,168800000,20000000,8.44,"Drama, Comedy, Romance",Red Om Films,20220908,202209,2022
432,800939,Ticket to Paradise,168800000,20000000,8.44,"Drama, Comedy, Romance",Working Title Films,20220908,202209,2022
432,800939,Ticket to Paradise,168800000,20000000,8.44,"Drama, Comedy, Romance",Universal Pictures,20220908,202209,2022
433,526896,Morbius,167635712,75000000,2.235142826666667,"Action, Science Fiction, Fantasy",Columbia Pictures,20220330,202203,2022
433,526896,Morbius,167635712,75000000,2.235142826666667,"Action, Science Fiction, Fantasy",Matt Tolmach Productions,20220330,202203,2022
433,526896,Morbius,167635712,75000000,2.235142826666667,"Action, Science Fiction, Fantasy",Arad Productions,20220330,202203,2022
434,756999,The Black Phone,161440742,16000000,10.090046375,"Horror, Thriller",Blumhouse Productions,20220616,202206,2022
434,756999,The Black Phone,161440742,16000000,10.090046375,"Horror, Thriller",Crooked Highway,20220616,202206,2022
435,579974,RRR,160000000,69000000,2.318840579710145,"Action, Adventure, Drama",DVV Entertainment,20220324,202203,2022
436,931404,Boonie Bears: Back to Earth,152000000,0,,"Animation, Family, Science Fiction, Adventure, Comedy",Huaqiang Fangte Animation,20220201,202202,2022
436,931404,Boonie Bears: Back to Earth,152000000,0,,"Animation, Family, Science Fiction, Adventure, Comedy",Fantawild Animation,20220201,202202,2022
437,682507,Where the Crawdads Sing,144353965,24000000,6.014748541666667,"Drama, Mystery, Romance",3000 Pictures,20220714,202207,2022
437,682507,Where the Crawdads Sing,144353965,24000000,6.014748541666667,"Drama, Mystery, Romance",Hello Sunshine,20220714,202207,2022
437,682507,Where the Crawdads Sing,144353965,24000000,6.014748541666667,"Drama, Mystery, Romance",HarperCollins Publishers,20220714,202207,2022
438,545611,Everything Everywhere All at Once,139200000,25000000,5.568,"Action, Adventure, Science Fiction",IAC Films,20220324,202203,2022
438,545611,Everything Everywhere All at Once,139200000,25000000,5.568,"Action, Adventure, Science Fiction",AGBO,20220324,202203,2022
438,545611,Everything Everywhere All at Once,139200000,25000000,5.568,"Action, Adventure, Science Fiction",Ley Line Entertainment,20220324,202203,2022
438,545611,Everything Everywhere All at Once,139200000,25000000,5.568,"Action, Adventure, Science Fiction",Year of the Rat,20220324,202203,2022
439,646385,Scream,137743924,24000000,5.739330166666667,"Horror, Mystery",Paramount Pictures,20220112,202201,2022
439,646385,Scream,137743924,24000000,5.739330166666667,"Horror, Mystery",Project X Entertainment,20220112,202201,2022
439,646385,Scream,137743924,24000000,5.739330166666667,"Horror, Mystery",Radio Silence,20220112,202201,2022
439,646385,Scream,137743924,24000000,5.739330166666667,"Horror, Mystery",Spyglass Media Group,20220112,202201,2022
440,505026,Death on the Nile,137307235,90000000,1.5256359444444445,"Mystery, Crime, Thriller",The Mark Gordon Company,20220209,202202,2022
440,505026,Death on the Nile,137307235,90000000,1.5256359444444445,"Mystery, Crime, Thriller",Genre Films,20220209,202202,2022
440,505026,Death on the Nile,137307235,90000000,1.5256359444444445,"Mystery, Crime, Thriller",20th Century Studios,20220209,202202,2022
440,505026,Death on the Nile,137307235,90000000,1.5256359444444445,"Mystery, Crime, Thriller",Scott Free Productions,20220209,202202,2022
441,1230302,Madhan Ramu,127068796,21720150,5.8502724889100675,Thriller,DVV Project,20221021,202210,2022
442,937278,A Man Called Otto,108961677,50000000,2.17923354,"Comedy, Drama",Playtone,20221228,202212,2022
442,937278,A Man Called Otto,108961677,50000000,2.17923354,"Comedy, Drama",SF Studios,20221228,202212,2022
442,937278,A Man Called Otto,108961677,50000000,2.17923354,"Comedy, Drama",Artistic Films,20221228,202212,2022
442,937278,A Man Called Otto,108961677,50000000,2.17923354,"Comedy, Drama",Columbia Pictures,20221228,202212,2022
442,937278,A Man Called Otto,108961677,50000000,2.17923354,"Comedy, Drama",2DUX²,20221228,202212,2022
442,937278,A Man Called Otto,108961677,50000000,2.17923354,"Comedy, Drama",TSG Entertainment,20221228,202212,2022
443,543504,Detective vs. Sleuths,105500000,0,,"Action, Crime, Mystery, Thriller",Emperor Motion Pictures,20220708,202207,2022
444,616820,Halloween Ends,104374176,33000000,3.162853818181818,"Horror, Thriller",Universal Pictures,20221012,202210,2022
444,616820,Halloween Ends,104374176,33000000,3.162853818181818,"Horror, Thriller",Blumhouse Productions,20221012,202210,2022
444,616820,Halloween Ends,104374176,33000000,3.162853818181818,"Horror, Thriller",Miramax,20221012,202210,2022
444,616820,Halloween Ends,104374176,33000000,3.162853818181818,"Horror, Thriller",Rough House Pictures,20221012,202210,2022
444,616820,Halloween Ends,104374176,33000000,3.162853818181818,"Horror, Thriller",Trancas International Films,20221012,202210,2022
445,830784,"Lyle, Lyle, Crocodile",104088441,50000000,2.08176882,"Comedy, Family, Music",Eagle Pictures,20221007,202210,2022
445,830784,"Lyle, Lyle, Crocodile",104088441,50000000,2.08176882,"Comedy, Family, Music",Columbia Pictures,20221007,202210,2022
446,619803,The Roundup,101166707,7600000,13.311408815789473,"Action, Crime, Thriller, Adventure",BA Entertainment,20220518,202205,2022
446,619803,The Roundup,101166707,7600000,13.311408815789473,"Action, Crime, Thriller, Adventure",Hong Film,20220518,202205,2022
446,619803,The Roundup,101166707,7600000,13.311408815789473,"Action, Crime, Thriller, Adventure",Big Punch Pictures,20220518,202205,2022
447,518896,Warriors of Future,100730000,0,,"Drama, Action, Science Fiction",One Cool Films,20220805,202208,2022
447,518896,Warriors of Future,100730000,0,,"Drama, Action, Science Fiction",Media Asia Films,20220805,202208,2022
447,518896,Warriors of Future,100730000,0,,"Drama, Action, Science Fiction",World Universal Culture Limited,20220805,202208,2022
447,518896,Warriors of Future,100730000,0,,"Drama, Action, Science Fiction",iQIYI Pictures,20220805,202208,2022
447,518896,Warriors of Future,100730000,0,,"Drama, Action, Science Fiction",Tianjin Maoyan Media,20220805,202208,2022
447,518896,Warriors of Future,100730000,0,,"Drama, Action, Science Fiction",CMC Pictures,20220805,202208,2022
447,518896,Warriors of Future,100730000,0,,"Drama, Action, Science Fiction",Shenzhen Film Studio,20220805,202208,2022
448,724495,The Woman King,97300000,50000000,1.946,"Action, Drama, History",TriStar Pictures,20220916,202209,2022
448,724495,The Woman King,97300000,50000000,1.946,"Action, Drama, History",JuVee Productions,20220916,202209,2022
448,724495,The Woman King,97300000,50000000,1.946,"Action, Drama, History",Entertainment One,20220916,202209,2022
448,724495,The Woman King,97300000,50000000,1.946,"Action, Drama, History",Welle Entertainment,20220916,202209,2022
448,724495,The Woman King,97300000,50000000,1.946,"Action, Drama, History",TSG Entertainment II,20220916,202209,2022
449,820446,Downton Abbey: A New Era,92651384,40000000,2.3162846,"Drama, Romance",Carnival Films,20220427,202204,2022
449,820446,Downton Abbey: A New Era,92651384,40000000,2.3162846,"Drama, Romance",Focus Features,20220427,202204,2022
450,346698,Barbie,1445638421,145000000,9.969920144827586,"Comedy, Adventure",LuckyChap Entertainment,20230719,202307,2023
450,346698,Barbie,1445638421,145000000,9.969920144827586,"Comedy, Adventure",Heyday Films,20230719,202307,2023
450,346698,Barbie,1445638421,145000000,9.969920144827586,"Comedy, Adventure",NB/GG Pictures,20230719,202307,2023
450,346698,Barbie,1445638421,145000000,9.969920144827586,"Comedy, Adventure",Mattel,20230719,202307,2023
450,346698,Barbie,1445638421,145000000,9.969920144827586,"Comedy, Adventure",Warner Bros. Pictures,20230719,202307,2023
451,502356,The Super Mario Bros. Movie,1362000000,100000000,13.62,"Family, Fantasy, Comedy, Adventure, Animation",Universal Pictures,20230405,202304,2023
451,502356,The Super Mario Bros. Movie,1362000000,100000000,13.62,"Family, Fantasy, Comedy, Adventure, Animation",Illumination,20230405,202304,2023
451,502356,The Super Mario Bros. Movie,1362000000,100000000,13.62,"Family, Fantasy, Comedy, Adventure, Animation",Nintendo,20230405,202304,2023
452,872585,Oppenheimer,952000000,100000000,9.52,"Drama, History",Syncopy,20230719,202307,2023
452,872585,Oppenheimer,952000000,100000000,9.52,"Drama, History",Universal Pictures,20230719,202307,2023
452,872585,Oppenheimer,952000000,100000000,9.52,"Drama, History",Atlas Entertainment,20230719,202307,2023
452,872585,Oppenheimer,952000000,100000000,9.52,"Drama, History",Breakheart Films,20230719,202307,2023
452,872585,Oppenheimer,952000000,100000000,9.52,"Drama, History",Peters Creek Entertainment,20230719,202307,2023
453,447365,Guardians of the Galaxy Vol. 3,845550000,250000000,3.3822,"Science Fiction, Adventure, Action, Comedy",Marvel Studios,20230503,202305,2023
453,447365,Guardians of the Galaxy Vol. 3,845550000,250000000,3.3822,"Science Fiction, Adventure, Action, Comedy",Kevin Feige Productions,20230503,202305,2023
454,385687,Fast X,704709660,340000000,2.0726754705882353,"Action, Crime, Thriller, Adventure, Mystery",Universal Pictures,20230517,202305,2023
454,385687,Fast X,704709660,340000000,2.0726754705882353,"Action, Crime, Thriller, Adventure, Mystery",Original Film,20230517,202305,2023
454,385687,Fast X,704709660,340000000,2.0726754705882353,"Action, Crime, Thriller, Adventure, Mystery",One Race,20230517,202305,2023
454,385687,Fast X,704709660,340000000,2.0726754705882353,"Action, Crime, Thriller, Adventure, Mystery",Perfect Storm Entertainment,20230517,202305,2023
455,569094,Spider-Man: Across the Spider-Verse,690897910,100000000,6.9089791,"Animation, Action, Adventure, Science Fiction",Columbia Pictures,20230531,202305,2023
455,569094,Spider-Man: Across the Spider-Verse,690897910,100000000,6.9089791,"Animation, Action, Adventure, Science Fiction",Sony Pictures Animation,20230531,202305,2023
455,569094,Spider-Man: Across the Spider-Verse,690897910,100000000,6.9089791,"Animation, Action, Adventure, Science Fiction",Lord Miller,20230531,202305,2023
455,569094,Spider-Man: Across the Spider-Verse,690897910,100000000,6.9089791,"Animation, Action, Adventure, Science Fiction",Pascal Pictures,20230531,202305,2023
455,569094,Spider-Man: Across the Spider-Verse,690897910,100000000,6.9089791,"Animation, Action, Adventure, Science Fiction",Arad Productions,20230531,202305,2023
455,569094,Spider-Man: Across the Spider-Verse,690897910,100000000,6.9089791,"Animation, Action, Adventure, Science Fiction",Marvel Entertainment,20230531,202305,2023
456,1066298,Full River Red,673556758,0,,"Mystery, Comedy, Thriller, History",Huanxi Media Group,20230122,202301,2023
456,1066298,Full River Red,673556758,0,,"Mystery, Comedy, Thriller, History",Edko Films,20230122,202301,2023
456,1066298,Full River Red,673556758,0,,"Mystery, Comedy, Thriller, History",Emperor Motion Pictures,20230122,202301,2023
457,787699,Wonka,634502312,125000000,5.076018496,"Comedy, Family, Fantasy",Warner Bros. Pictures,20231206,202312,2023
457,787699,Wonka,634502312,125000000,5.076018496,"Comedy, Family, Fantasy",Village Roadshow Pictures,20231206,202312,2023
457,787699,Wonka,634502312,125000000,5.076018496,"Comedy, Family, Fantasy",The Roald Dahl Story Company,20231206,202312,2023
457,787699,Wonka,634502312,125000000,5.076018496,"Comedy, Family, Fantasy",Heyday Films,20231206,202312,2023
457,787699,Wonka,634502312,125000000,5.076018496,"Comedy, Family, Fantasy",Domain Entertainment,20231206,202312,2023
458,575264,Mission: Impossible - Dead Reckoning Part One,571125435,291000000,1.9626303608247422,"Action, Adventure, Thriller",Paramount Pictures,20230708,202307,2023
458,575264,Mission: Impossible - Dead Reckoning Part One,571125435,291000000,1.9626303608247422,"Action, Adventure, Thriller",Skydance Media,20230708,202307,2023
458,575264,Mission: Impossible - Dead Reckoning Part One,571125435,291000000,1.9626303608247422,"Action, Adventure, Thriller",TC Productions,20230708,202307,2023
459,447277,The Little Mermaid,569626289,297000000,1.917933632996633,"Adventure, Family, Fantasy, Romance",Walt Disney Pictures,20230518,202305,2023
459,447277,The Little Mermaid,569626289,297000000,1.917933632996633,"Adventure, Family, Fantasy, Romance",Lucamar Productions,20230518,202305,2023
459,447277,The Little Mermaid,569626289,297000000,1.917933632996633,"Adventure, Family, Fantasy, Romance",Marc Platt Productions,20230518,202305,2023
460,960876,Dunki,501000000,239000000,2.096234309623431,"Adventure, Comedy, Drama",Red Chillies Entertainment,20231221,202312,2023
460,960876,Dunki,501000000,239000000,2.096234309623431,"Adventure, Comedy, Drama",Rajkumar Hirani Films,20231221,202312,2023
460,960876,Dunki,501000000,239000000,2.096234309623431,"Adventure, Comedy, Drama",Jio Studios,20231221,202312,2023
461,976573,Elemental,496444308,200000000,2.48222154,"Family, Fantasy, Comedy, Romance, Animation",Pixar,20230614,202306,2023
462,640146,Ant-Man and the Wasp: Quantumania,476071180,200000000,2.3803559,"Action, Adventure, Science Fiction",Marvel Studios,20230215,202302,2023
462,640146,Ant-Man and the Wasp: Quantumania,476071180,200000000,2.3803559,"Action, Adventure, Science Fiction",Kevin Feige Productions,20230215,202302,2023
463,667538,Transformers: Rise of the Beasts,441381193,195000000,2.2634932974358972,"Science Fiction, Adventure, Action",Skydance Media,20230606,202306,2023
463,667538,Transformers: Rise of the Beasts,441381193,195000000,2.2634932974358972,"Science Fiction, Adventure, Action",Paramount Pictures,20230606,202306,2023
463,667538,Transformers: Rise of the Beasts,441381193,195000000,2.2634932974358972,"Science Fiction, Adventure, Action",di Bonaventura Pictures,20230606,202306,2023
463,667538,Transformers: Rise of the Beasts,441381193,195000000,2.2634932974358972,"Science Fiction, Adventure, Action",Bay Films,20230606,202306,2023
463,667538,Transformers: Rise of the Beasts,441381193,195000000,2.2634932974358972,"Science Fiction, Adventure, Action",New Republic Pictures,20230606,202306,2023
463,667538,Transformers: Rise of the Beasts,441381193,195000000,2.2634932974358972,"Science Fiction, Adventure, Action",DeSanto/Murphy Productions,20230606,202306,2023
463,667538,Transformers: Rise of the Beasts,441381193,195000000,2.2634932974358972,"Science Fiction, Adventure, Action",Hasbro,20230606,202306,2023
464,572802,Aquaman and the Lost Kingdom,440181226,205000000,2.1472254926829266,"Action, Adventure, Fantasy",Warner Bros. Pictures,20231220,202312,2023
464,572802,Aquaman and the Lost Kingdom,440181226,205000000,2.1472254926829266,"Action, Adventure, Fantasy",The Safran Company,20231220,202312,2023
464,572802,Aquaman and the Lost Kingdom,440181226,205000000,2.1472254926829266,"Action, Adventure, Fantasy",Atomic Monster,20231220,202312,2023
464,572802,Aquaman and the Lost Kingdom,440181226,205000000,2.1472254926829266,"Action, Adventure, Fantasy",DC Films,20231220,202312,2023
464,572802,Aquaman and the Lost Kingdom,440181226,205000000,2.1472254926829266,"Action, Adventure, Fantasy",Domain Entertainment,20231220,202312,2023
465,603692,John Wick: Chapter 4,440157245,100000000,4.40157245,"Action, Thriller, Crime",Thunder Road,20230322,202303,2023
465,603692,John Wick: Chapter 4,440157245,100000000,4.40157245,"Action, Thriller, Crime",87Eleven,20230322,202303,2023
465,603692,John Wick: Chapter 4,440157245,100000000,4.40157245,"Action, Thriller, Crime",Studio Babelsberg,20230322,202303,2023
465,603692,John Wick: Chapter 4,440157245,100000000,4.40157245,"Action, Thriller, Crime",Lionsgate,20230322,202303,2023
466,594767,Shazam! Fury of the Gods,134221819,110000000,1.2201983545454544,"Comedy, Action, Fantasy",New Line Cinema,20230315,202303,2023
466,594767,Shazam! Fury of the Gods,134221819,110000000,1.2201983545454544,"Comedy, Action, Fantasy",The Safran Company,20230315,202303,2023
466,594767,Shazam! Fury of the Gods,134221819,110000000,1.2201983545454544,"Comedy, Action, Fantasy",DC Films,20230315,202303,2023
467,615656,Meg 2: The Trench,384056482,129000000,2.977182031007752,"Action, Science Fiction, Horror",Apelles Entertainment,20230802,202308,2023
467,615656,Meg 2: The Trench,384056482,129000000,2.977182031007752,"Action, Science Fiction, Horror",Warner Bros. Pictures,20230802,202308,2023
467,615656,Meg 2: The Trench,384056482,129000000,2.977182031007752,"Action, Science Fiction, Horror",di Bonaventura Pictures,20230802,202308,2023
467,615656,Meg 2: The Trench,384056482,129000000,2.977182031007752,"Action, Science Fiction, Horror",CMC Pictures,20230802,202308,2023
467,615656,Meg 2: The Trench,384056482,129000000,2.977182031007752,"Action, Science Fiction, Horror",Onaroll Productions,20230802,202308,2023
467,615656,Meg 2: The Trench,384056482,129000000,2.977182031007752,"Action, Science Fiction, Horror",DF Pictures,20230802,202308,2023
468,335977,Indiana Jones and the Dial of Destiny,383963057,294700000,1.3028946623685103,"Adventure, Action",Lucasfilm Ltd.,20230625,202306,2023
469,856289,Creation of the Gods I: Kingdom of Storms,369081777,85000000,4.342138552941177,"Action, Fantasy, War",Beijing Culture,20230715,202307,2023
469,856289,Creation of the Gods I: Kingdom of Storms,369081777,85000000,4.342138552941177,"Action, Fantasy, War",Century Changshengtian Film,20230715,202307,2023
469,856289,Creation of the Gods I: Kingdom of Storms,369081777,85000000,4.342138552941177,"Action, Fantasy, War",Tencent Penguin Pictures,20230715,202307,2023
469,856289,Creation of the Gods I: Kingdom of Storms,369081777,85000000,4.342138552941177,"Action, Fantasy, War",Maoyan Entertainment,20230715,202307,2023
469,856289,Creation of the Gods I: Kingdom of Storms,369081777,85000000,4.342138552941177,"Action, Fantasy, War",Huaxia Film Distribution,20230715,202307,2023
470,695721,The Hunger Games: The Ballad of Songbirds & Snakes,337371917,100000000,3.37371917,"Drama, Science Fiction, Adventure, Action",Lionsgate,20231115,202311,2023
470,695721,The Hunger Games: The Ballad of Songbirds & Snakes,337371917,100000000,3.37371917,"Drama, Science Fiction, Adventure, Action",Color Force,20231115,202311,2023
470,695721,The Hunger Games: The Ballad of Songbirds & Snakes,337371917,100000000,3.37371917,"Drama, Science Fiction, Adventure, Action",about:blank,20231115,202311,2023
470,695721,The Hunger Games: The Ballad of Songbirds & Snakes,337371917,100000000,3.37371917,"Drama, Science Fiction, Adventure, Action",Studio Babelsberg,20231115,202311,2023
471,1108211,Lost in the Stars,334039200,9500000,35.16202105263158,"Mystery, Crime, Thriller",Tao Piao Piao,20230622,202306,2023
471,1108211,Lost in the Stars,334039200,9500000,35.16202105263158,"Mystery, Crime, Thriller",As One Production,20230622,202306,2023
472,940551,Migration,298776052,72000000,4.149667388888889,"Family, Comedy, Adventure, Animation",Universal Pictures,20231206,202312,2023
472,940551,Migration,298776052,72000000,4.149667388888889,"Family, Comedy, Adventure, Animation",Illumination,20231206,202312,2023
473,507089,Five Nights at Freddy's,297144130,20000000,14.8572065,"Horror, Thriller",Blumhouse Productions,20231025,202310,2023
473,507089,Five Nights at Freddy's,297144130,20000000,14.8572065,"Horror, Thriller",Scott Cawthon Productions,20231025,202310,2023
474,508883,The Boy and the Heron,294200000,50000000,5.884,"Animation, Adventure, Fantasy, Family, Drama",Studio Ghibli,20230714,202307,2023
475,677179,Creed III,275300000,75000000,3.6706666666666665,"Drama, Action",Metro-Goldwyn-Mayer,20230301,202303,2023
475,677179,Creed III,275300000,75000000,3.6706666666666665,"Drama, Action",Chartoff-Winkler Productions,20230301,202303,2023
475,677179,Creed III,275300000,75000000,3.6706666666666665,"Drama, Action",Proximity Media,20230301,202303,2023
475,677179,Creed III,275300000,75000000,3.6706666666666665,"Drama, Action",Outlier Society,20230301,202303,2023
476,298618,The Flash,271333313,220000000,1.233333240909091,"Adventure, Action, Science Fiction",Warner Bros. Pictures,20230613,202306,2023
476,298618,The Flash,271333313,220000000,1.233333240909091,"Adventure, Action, Science Fiction",Double Dream,20230613,202306,2023
476,298618,The Flash,271333313,220000000,1.233333240909091,"Adventure, Action, Science Fiction",The Disco Factory,20230613,202306,2023
476,298618,The Flash,271333313,220000000,1.233333240909091,"Adventure, Action, Science Fiction",DC Films,20230613,202306,2023
477,968051,The Nun II,269670590,38500000,7.004430909090909,Horror,New Line Cinema,20230906,202309,2023
477,968051,The Nun II,269670590,38500000,7.004430909090909,Horror,Atomic Monster,20230906,202309,2023
477,968051,The Nun II,269670590,38500000,7.004430909090909,Horror,The Safran Company,20230906,202309,2023
478,1160164,TAYLOR SWIFT | THE ERAS TOUR,261656269,15000000,17.443751266666666,Music,Taylor Swift Productions,20231013,202310,2023
478,1160164,TAYLOR SWIFT | THE ERAS TOUR,261656269,15000000,17.443751266666666,Music,Silent House Productions,20231013,202310,2023
479,1022796,Wish,254997360,175000000,1.4571277714285715,"Animation, Family, Fantasy, Adventure",Walt Disney Animation Studios,20231113,202311,2023
480,1089654,Chang'an,252520750,0,,"Animation, History",Light Chaser Animation Studios,20230702,202307,2023
481,678512,Sound of Freedom,250600000,14500000,17.282758620689656,"Action, Drama",Santa Fe Films,20230703,202307,2023
482,1078012,Boonie Bears: Guardian Code,221982308,0,,"Animation, Comedy, Science Fiction, Family, Adventure",Huaqiang Fangte Animation,20230122,202301,2023
483,753342,Napoleon,220597098,165000000,1.3369521090909091,"History, War, Romance",Apple Studios,20231122,202311,2023
483,753342,Napoleon,220597098,165000000,1.3369521090909091,"History, War, Romance",Scott Free Productions,20231122,202311,2023
484,1072790,Anyone But You,214891370,25000000,8.5956548,"Romance, Comedy",Olive Bridge Entertainment,20231221,202312,2023
484,1072790,Anyone But You,214891370,25000000,8.5956548,"Romance, Comedy",Roth-Kirschenbaum Films,20231221,202312,2023
484,1072790,Anyone But You,214891370,25000000,8.5956548,"Romance, Comedy",SK Global Entertainment,20231221,202312,2023
484,1072790,Anyone But You,214891370,25000000,8.5956548,"Romance, Comedy",Columbia Pictures,20231221,202312,2023
485,901362,Trolls Band Together,209646030,95000000,2.2068003157894736,"Animation, Family, Music, Fantasy, Comedy",DreamWorks Animation,20231012,202310,2023
486,493529,Dungeons & Dragons: Honor Among Thieves,208200000,151000000,1.3788079470198675,"Adventure, Fantasy, Comedy",Entertainment One,20230323,202303,2023
486,493529,Dungeons & Dragons: Honor Among Thieves,208200000,151000000,1.3788079470198675,"Adventure, Fantasy, Comedy",Paramount Pictures,20230323,202303,2023
487,609681,The Marvels,206136825,274800000,0.7501340065502183,"Science Fiction, Adventure, Action",Marvel Studios,20231108,202311,2023
487,609681,The Marvels,206136825,274800000,0.7501340065502183,"Science Fiction, Adventure, Action",Kevin Feige Productions,20231108,202311,2023
488,893723,PAW Patrol: The Mighty Movie,202231360,30000000,6.741045333333333,"Family, Comedy, Adventure, Animation",Nickelodeon Movies,20230921,202309,2023
488,893723,PAW Patrol: The Mighty Movie,202231360,30000000,6.741045333333333,"Family, Comedy, Adventure, Animation",Spin Master,20230921,202309,2023
488,893723,PAW Patrol: The Mighty Movie,202231360,30000000,6.741045333333333,"Family, Comedy, Adventure, Animation",Paramount Pictures,20230921,202309,2023
488,893723,PAW Patrol: The Mighty Movie,202231360,30000000,6.741045333333333,"Family, Comedy, Adventure, Animation",Mikros Image,20230921,202309,2023
488,893723,PAW Patrol: The Mighty Movie,202231360,30000000,6.741045333333333,"Family, Comedy, Adventure, Animation",Mikros Animation,20230921,202309,2023
489,926393,The Equalizer 3,191067560,70000000,2.7295365714285715,"Action, Thriller, Crime",Columbia Pictures,20230830,202308,2023
489,926393,The Equalizer 3,191067560,70000000,2.7295365714285715,"Action, Thriller, Crime",Eagle Pictures,20230830,202308,2023
489,926393,The Equalizer 3,191067560,70000000,2.7295365714285715,"Action, Thriller, Crime",Escape Artists,20230830,202308,2023
489,926393,The Equalizer 3,191067560,70000000,2.7295365714285715,"Action, Thriller, Crime",ZHIV Productions,20230830,202308,2023
490,614479,Insidious: The Red Door,189086877,16000000,11.8179298125,"Horror, Thriller",Blumhouse Productions,20230705,202307,2023
490,614479,Insidious: The Red Door,189086877,16000000,11.8179298125,"Horror, Thriller",Stage 6 Films,20230705,202307,2023
490,614479,Insidious: The Red Door,189086877,16000000,11.8179298125,"Horror, Thriller",Screen Gems,20230705,202307,2023
490,614479,Insidious: The Red Door,189086877,16000000,11.8179298125,"Horror, Thriller",Oren Peli Productions,20230705,202307,2023
491,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,180513586,75000000,2.4068478133333335,"Animation, Comedy, Action, Science Fiction",Paramount Pictures,20230731,202307,2023
491,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,180513586,75000000,2.4068478133333335,"Animation, Comedy, Action, Science Fiction",Nickelodeon Movies,20230731,202307,2023
491,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,180513586,75000000,2.4068478133333335,"Animation, Comedy, Action, Science Fiction",Point Grey Pictures,20230731,202307,2023
491,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,180513586,75000000,2.4068478133333335,"Animation, Comedy, Action, Science Fiction",Cinesite Animation,20230731,202307,2023
491,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,180513586,75000000,2.4068478133333335,"Animation, Comedy, Action, Science Fiction",Mikros Animation,20230731,202307,2023
492,1173076,Johnny Keep Walking!,179000000,0,,"Drama, Comedy",,20231229,202312,2023
493,934433,Scream VI,168961389,35000000,4.827468257142857,"Horror, Crime, Thriller",Radio Silence,20230308,202303,2023
493,934433,Scream VI,168961389,35000000,4.827468257142857,"Horror, Crime, Thriller",Project X Entertainment,20230308,202303,2023
493,934433,Scream VI,168961389,35000000,4.827468257142857,"Horror, Crime, Thriller",Spyglass Media Group,20230308,202303,2023
493,934433,Scream VI,168961389,35000000,4.827468257142857,"Horror, Crime, Thriller",Paramount Pictures,20230308,202303,2023
494,466420,Killers of the Flower Moon,158722599,200000000,0.793612995,"Crime, History, Drama",Apple Studios,20231018,202310,2023
494,466420,Killers of the Flower Moon,158722599,200000000,0.793612995,"Crime, History, Drama",Imperative Entertainment,20231018,202310,2023
494,466420,Killers of the Flower Moon,158722599,200000000,0.793612995,"Crime, History, Drama",Sikelia Productions,20231018,202310,2023
494,466420,Killers of the Flower Moon,158722599,200000000,0.793612995,"Crime, History, Drama",Appian Way,20231018,202310,2023
495,713704,Evil Dead Rise,147156372,15000000,9.8104248,"Horror, Thriller",New Line Cinema,20230412,202304,2023
495,713704,Evil Dead Rise,147156372,15000000,9.8104248,"Horror, Thriller",Pacific Renaissance Pictures,20230412,202304,2023
495,713704,Evil Dead Rise,147156372,15000000,9.8104248,"Horror, Thriller",Renaissance Pictures,20230412,202304,2023
495,713704,Evil Dead Rise,147156372,15000000,9.8104248,"Horror, Thriller",Ghost House Pictures,20230412,202304,2023
495,713704,Evil Dead Rise,147156372,15000000,9.8104248,"Horror, Thriller",Wild Atlantic Pictures,20230412,202304,2023
496,855483,Hidden Blade,139083591,0,,"Drama, Mystery, History, Action",Bona Film Group,20230122,202301,2023
496,855483,Hidden Blade,139083591,0,,"Drama, Mystery, History, Action",Taurus Film,20230122,202301,2023
497,872906,Jawan,136698671,36150000,3.7814293499308436,"Action, Crime, Thriller",Red Chillies Entertainment,20230907,202309,2023
498,807172,The Exorcist: Believer,136284218,30000000,4.542807266666666,"Horror, Thriller",Universal Pictures,20231004,202310,2023
498,807172,The Exorcist: Believer,136284218,30000000,4.542807266666666,"Horror, Thriller",Blumhouse Productions,20231004,202310,2023
498,807172,The Exorcist: Believer,136284218,30000000,4.542807266666666,"Horror, Thriller",Morgan Creek Entertainment,20231004,202310,2023
498,807172,The Exorcist: Believer,136284218,30000000,4.542807266666666,"Horror, Thriller",Rough House Pictures,20231004,202310,2023
499,667717,Deep Sea,136090000,28700000,4.741811846689895,"Animation, Adventure, Drama, Fantasy, Mystery",October Media,20230122,202301,2023
499,667717,Deep Sea,136090000,28700000,4.741811846689895,"Animation, Adventure, Drama, Fantasy, Mystery",Horgos Coloroom Pictures,20230122,202301,2023
